User,Text
@Huyenlinh-e6l,"E nghe nhạc a lúc 13 tuổi,đến giờ đã 40 ☺️,may mắn được gặp a 2 lần vẫn hi vọng có cơ hội gặp lại a ,cho a bo Đan trường thật nhiều sk ,thành công"
@vivienma1158,"I can’t wait until April 2026 to go to your concert in Sydney  
Please sing this song again for us  we miss you so much ❤"
@CươngLãThái-p7n,Nhiều hôm đi 1 mình.nghe bài này mặt xị mẹ ra.bực
@LamLe-j1t,❤
@LocNguyen-ie4nv,quá hay
@khangdiencowogems,Intro Saxophone hay quá. Nghe bản này cảm xúc nhất
@kieuloantran-t2b,Youpi 2 triệu rồi vui quá! Chúc mừng QT!❤❤❤
@Fate28,Kẻ say tình đang Tốp mấy rồi mn ơi?
@nhanhuynh6032,Intro hay dả man lun á trời tua đi tua lại lun á
@vulananh2387,"khi nào mới dc đi xem anh hát?? mê anh quá. mê giọng hát, mê a nhắm mắt thả hồn bài hát, mê mái tóc, mê sự đẹp trai của anh, mê outfit của anh, mê anh tất cả..."
@toannguyenquang1123,Hay vãi linh hồn
@chukenhnaymeanhThien,hay quá trời
@trucphan2328,Cho lên 2 tr thoii các Mây oiii
@HungLuu-zs6qp,ok
@LeTuyetHp,"Buồn đau là anh, cay đắng vẫn chỉ là anh."
@tailoc2496,Ca sĩ thực lực nó khác cả sĩ tik tok
@DũngKC6636,Lụy cái đoạn intro vch
@anhnguyen-zm8dk,"Saxophone hay, chắc thành huyền thoại như tình em là đại dương"
@THN2708,Nghe nữa
@TCG-kl9vk,...
@chuzitcon7,4:33 nhập tâm quá trời luôn
@thanhhuongphaninh6899,Hay số 1
@OvertonOtis,hay
@NguyenDung-ql8sn,ê lô
@NguyenDung-ql8sn,hay  hay hay
@NguyenDung-ql8sn,hello
@NguyenDung-ql8sn,hay
@minhtrungnguyen1081,Hay nhưng k phải guu của mình
@tuonglam7826,Tuyệt đối điện ảnh
@oVoBarista,Này mà có dàn loa 1 tỷ nghe chắc phê lắm😂
@oVoBarista,Đẳng cấp
@TrầnPhúc-i1j,Âm thanh ánh sáng ban nhạc giọng ca... Tất cả tuyệt vời.
@THN2708,Nghe hoài không chán
@BaoTrầngia-w4w,Nói 3
@minhthietbui5106,Không uổng công năm xưa nhắn tin bình chọn Quốc Thiên trở thành Idol 😅😅😅. Ơ cũng gần 20 năm rồi nhĩ giờ mới nghe cậu hát lại😊😊
@QuanTran-jq7pu,🍀
@kieuloantran-t2b,Yes ! 1 triệu  8 rồi!❤❤❤
@TUYẾTNHUNGNGUYỄNTHỊ-e5l,A thiên có một giọng hát ngọt ngào và hơi cao.nên hát bài nào cũng hay hết.mê ❤❤❤❤❤❤❤🎉🎉🎉🎉
@honganhta8532,Nghe về đêm nó hay kinh khủng í mọi người
@anhcaxhue1871,.
@thuhatrinh365,Chúc mọi người cuối tuần vui vẻ nhé! ❤
@chill-officiall,dát vàn lổ tai là đây
@BăngBùiKhánh-w1e,Anh làm khó bài hát khiến em hát không ổn nữa rồi bae :)))
@tyvo2460,Bên tt t nể tụi khen xuân tâm lô tô hay hơn 😢
@tuancosanong,Dạ hay lắm ạ.
@THN2708,Hay quá
@ERINADO-e8k,Hay qá anh ơi👏🏻👏🏻
@hoangvietnguyen3015,Từng nốt nhạc từng lời hát thấm tận tâm can!
@thuhatrinh365,"20h tối nay Dốc Mộng Mơ mở bán vé show LOVE NOTE ngày 22/2/2026 tại Nhà hát Âu Cơ - Hà Nội, mọi người vào mua để có chỗ đẹp nhaaa! ❤"
@chuzitcon7,Saxophone bản này da diết hay quá. Khúc intro h hot luôn rồi
@thuhatrinh365,Chỉ muốn say để quên đi những đoạ đày...
@VietDung1993,Quá hay ❤ 🎉
@Seattle_us,Nhớ Quốc Khang
@TuanDungLeTran,Ma tao lại quảng cáo thấy ghê hông
@ThuLe-VnCa,"Kẻ Say Tình 
Lyric

Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ


Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@MinhNguyen79,tối qua mới được nghe ổng hát lại bản phối này ở mây. Nghe trong phòng trà nó còn rõ từng note nhạc nữa các bạn (dù không có được cái sân khấu đẹp mê hồn của skynote).
@HaiLe-xu2xw,nghe mà lụy gì đâu á. Mình công túa nhà Kingdom nhưng ko thoát được Dì Lệ
@PhátLưTường,quá đỉnh
@LeTuyetHp,Tình yêu này chẳng đáng níu giữ hay sao?
@nhijessica7704,"Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi?!"
@thulythuly4448,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
@thuhatrinh365,"Đã có bản audio với full đoạn intro đâyyyy! 
https://youtu.be/eleLKA1A-Wk?si=gYF5-GlOIEzSjMva"
@nhijessica7704,"Ngày 14.03 Anh Quốc Thiên sẽ có minishow Bản Tình Ca Anh Hát Cho Em tại The Garden Bistro Ecopark, mọi người vào phây Sky Melody mua vé nhanh nhaaa! ❤"
@PhanTứNguyễn,"Giọng ca dát vàng thật sự. Hôm đó ai mà ""yếu yếu"" ngồi bên dưới nghe là nước mắt lưng tròng hết."
@HuỳnhThịMỹTiên-j4f,Bài hát hay thêm người hát cũng hay 10₫
@LeTuyetHp,"Càng cố thì càng đau đớn, khiến vết thương kia rộng lớn"
@phudu90,"intro đỉnh thật, endtro thì hơi lạc quẻ"
@TamLe-zw2dx,.
@kensido,0:31 có ai tua đi tua lại đoạn intro giống mình không ạ
@yenpham-h9z,k biết a đã phải trải qua nhữg gì nhưung thực sự nghe thấm từng câu từng chữ luôn. tự nhiên ngồi nghe nhạc rồi khóc ngang😢. chúc a mãi lun thành công trên con đg âm nhạc này nha❤
@binhtruong5749,hay
@TiếnHùng-d3s,Beat này Hay nhất rồi Quốc Thiên ơi
@minhhieunguyen5335,Dát vàng lỗ tai thật ❤
@phuocnguyenduong2600,Bai hat qua hay va nguoi hat thi qua dinh luon 😁Nghe quai khong dung dc :((((
@thuonghuynh4754,"hôm đó dc nge live nó mãn nhan mãn nhĩ lắmmmm, chưa gi mà đã hóng SKYNote 2026😂"
@dfm5805,"Đa phần người Vn chỉ biết nghe bằng mắt hoặc đơn âm(vocal) mà phủi bỏ hết những chi tiết để góp phần vào thành công của bài hát, đầu tiên là Tác giả ca khúc và đằng sau ca sĩ là cả một band nhạc hoành tráng mà mỗi người đều là một nghệ sĩ. Quá buồn cho thế hệ xem nhạc của VN. Hãy tập lắng nghe từng nhạc cụ và sau đó tổng hợp hết tất cả lại"
@nhijessica7704,Kẻ say tình thì làm gì có tháng năm đâu...
@hanhmy7893,Hát hay quá đi thật sự rất tuyệt vời 👍👍🎉🎉❤❤
@nguyễnthịThuỳVân-q1i,Kè say thình
@nhatkynhavodichh,Hay quá a ơiiiiiiii ❤❤❤❤ chúng em yêu anh ❤❤❤❤❤
@nhijessica7704,"Ngày 3/1 Anh Quốc Thiên sẽ diễn tại show Giao Hưởng Mùa Yêu nhé, mọi người nhắn tin cho phây Quốc Thiên's FC đặt vé để được ưu đãi nha, cảm ơn cả nhà! :D"
@thuhatrinh365,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy 
Say đến nhạt nhòa thổn thức 
Để nỗi đau giống như hạnh phúc..."
@kienbete2302,"Lyrics: ""Kẻ Say Tình""
Anh biết là buồn lắm chứ 
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc 
Nước mắt tràn vào trong chiếc cốc trên tay 
Chỉ muốn say để quên đi những đọa đày 
Một kẻ yếu đuối đóng vai một người say 

Anh đã cố giả vờ hạnh phúc 
Để tháng năm kia quay lưng giã từ 
Nhưng càng cố lại càng đau đớn 
Khiến vết thương kia thêm rộng lớn 
Kẻ say tình thì làm gì có tháng năm đâu 
Chỉ giống như toa cuối ga tàu 
Mãi mãi là người đến sau"
@DươngNamAnh-c6p,intro vào bài Hữu Tài thổi đẳng cấp thật mình nghe mà nổi da gà
@NhưNiệmNguyễn-j6f,Vocalist đỉnh nóc kịch trần ạ. 100 điểm ko có nhưngggg
@nguyenhuong9785,"ôi có bản phát hành mới có full sax luôn rồi, ảnh chiều fan dữ"
@TuanNguyen-ez4qi,Lên cao nó phải như thế này. HAT được cái truyền thông thôi
@DungNguyen-kq9jn,"Phối bản này đỉnh thật , dù mình ko thích QT nhưng mình thấy  hay hơn bản trước nhiều."
@CẩmNguyễnthịbích-p6v,Quá tuyệt vời
@Drawsomething289,"ê sao bản live này nó hoang dã mà y như thằng say thiệt luôn, mấy bản kia thì giống ca sĩ hát"
@thuonghuynh4754,"ngày nào củng nge, k nge là chớttt hehe"
@trucphan2328,"Đỉnh cao là đây, chỉ có càng ngày càng leo hạng thoi, trộm vía quớ, top 3 ròi đó mn ơi"
@xuanminh2995,"bài này hay nhất trong các bản QT live , cảm xúc và nhập tâm"
@HoangHuy-277,Nghe nhạc hay như dát vàng lỗ tai 😂 QT live nuột thật sự ❤
@DiemNguyen-fx9tj,Cho hỏi bài mối tình không tên của Quốc Thiên ở đâu rồi 😂😂😂.
@PhuongNguyen-fw5lr,"giờ mới biết thăng hạng nữa rồi ạ, #3 quá đã"
@DieuXuan-l6f,❤❤❤❤❤
@LidaMi-18,"Anh biết là buồn lắm chứ! 
Khi phải tìm đến cơn say như vậy
Thấm quáaa"
@yenoanhvo7844,saxophone vang lên caia nghe nó đã gì đâu
@LeTuyetHp,Say đến nhạt nhoà thổn thức 😢
@TuệLam-p4i,Thấy Quốc Thiên hát bài nào cx hay hết
@thuhatrinh365,"Càng nghe càng thấm, càng nghe càng hay, càng nghe càng say!!!"
@ThứcTân-y6k,Nghe bao nhiêu lần rồi vẫn mê
@thanhthaonguyen1557,❤❤❤
@nhijessica7704,Hóng ca khúc tiếp theo trong series SKYNote 2025 quá ạ! <3
@HangPhamThi-qw1xi,Cứ lái xe là auto nghe đi nghe lại. Cứ phát xong lại tua lại để nghe 😊
@TCG-kl9vk,..
@LoanNguyen-fn7tt,Hay quá
@HoàiNguyễnThu-t3k,"Lại quay lại nghe sau mấy ngày bận rộn, vẫn cảm xúc như lần đầu nghe ở hôm Skynote. Chúc Thiên ngày càng tỏa sáng và được nhiều người yêu mến"
@Mây-z9z5r,Đã lên top 3 r mn ơi Trộm vía tỉ lần 🎉🎉🎉🎉🎉🎉
@NguyễnBùiPhúcLâm,Hay quá nên vào nghe liên tục.Ấn tượng đoạn nhạc đầu và giọng hát ngọt quá
@thanhhuongphaninh6899,Hay tuyệt vời
@NươngBùi-p5j,Nghe thích quá.Rất hay và nhiều cảm xúc
@eo630,t
@kimoanhphan8831,Nghe tiếng kèn là biết tên bài hát!
@HoangAnhNguyen-jh1yx,Dính intro^^
@dukakavo6532,"Quốc Thiên luôn làm mình cảm xúc mỗi khi nghe , bồi hồi thổn thức với Kẻ Say Tình !"
@nhungvutuyet8583,❤❤❤❤❤
@nhijessica7704,"Bao lời dối trá anh đã tha thứ cho em bằng tất cả 
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ..."
@Nguyenvu51987,intro quá khủng luôn
@thuhatrinh365,"Anh đã cố giả vờ hạnh phúc 
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn 
Khiến vết thương kia thêm rộng lớn..."
@kilyenembabe,"Anh biết là buồn lắm chứ
Khi phải tìm đến cơn say như vậy
Say đến nhạt nhòa thổn thức
Để nỗi đau giống như hạnh phúc
Nước mắt tràn vào trong chiếc cốc trên tay
Chỉ muốn say để quên đi những đoạ đày
Một kẻ yếu đuối đóng vai một người say
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Anh đã cố giả vờ hạnh phúc
Để tháng năm kia quay lưng giã từ
Nhưng càng cố lại càng đau đớn
Khiến vết thương kia thêm rộng lớn
Kẻ say tình thì làm gì có tháng năm đâu
Chỉ giống như toa cuối ga tàu
Mãi mãi là người đến sau
Anh đã cố gắng ngần mấy năm ấy trôi qua đổi lấy được gì
Buồn đau là anh cay đắng vẫn chỉ là anh
Anh muốn một lần em nói xem
Hạnh phúc là gì đây em hỡi
Tình yêu này chẳng đáng níu giữ hay sao
Bao lời dối trá
Anh đã tha thứ cho em bằng tất cả
Bỏ hết ngoài tai những lời nói người đời dèm pha
Nhưng đến cuối cùng anh cũng hiểu ra
Hạnh phúc là ảo mộng giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ
Đến cuối cùng anh cũng hiểu ra
Chẳng có hạnh phúc giữa chúng ta
Chỉ còn lại một nỗi đau xa lạ"
