User,Text,emoji_pos,emoji_neg,emoji_neu,num_emoji_pos,num_emoji_neg,num_emoji_neu,cleaned_text,tokenized,label
@pearls.madsen,"Bế nguyên cái set của Nam cho người khác diễn cũng chưa chắc nhận được phản ứng tương tự. Tài diễn hài của Nam không chỉ nằm ở phần kịch bản thú vị mà còn ở diễn xuất có duyên nữa ❤
P/s: Nam dạo này... đẹp trai lên á bây ơi, đô con nhìn nó daddy gì đâu á. Standup comedian cũng có nhiều style, lần trước thấy Nam diện suit là biết có nghiên cứu nhiều òi, và style lần này khiến mình nghĩ đến Matt Rife ý ❤❤",❤❤❤,,,3,0,0,bế nguyên set nam diễn chưa_chắc phản_ứng tương_tự tài_diễn hài nam không_chỉ nằm kịch_bản thú_vị mà_còn diễn_xuất duyên ps nam_dạo đẹp_trai bây ơi_đô daddy á_standup comedian style nam_diện suit nghiên_cứu òi style matt rife_ý,"['bế', 'nguyên', 'cái', 'set', 'của', 'nam', 'cho', 'người', 'khác', 'diễn', 'cũng', 'chưa_chắc', 'nhận', 'được', 'phản_ứng', 'tương_tự', 'tài_diễn', 'hài', 'của', 'nam', 'không_chỉ', 'nằm', 'ở', 'phần', 'kịch_bản', 'thú_vị', 'mà_còn', 'ở', 'diễn_xuất', 'có', 'duyên', 'nữa', 'ps', 'nam_dạo', 'này', 'đẹp_trai', 'lên', 'á', 'bây', 'ơi_đô', 'con', 'nhìn', 'nó', 'daddy', 'gì', 'đâu', 'á_standup', 'comedian', 'cũng', 'có', 'nhiều', 'style', 'lần', 'trước', 'thấy', 'nam_diện', 'suit', 'là', 'biết', 'có', 'nghiên_cứu', 'nhiều', 'òi', 'và', 'style', 'lần', 'này', 'khiến', 'mình', 'nghĩ', 'đến', 'matt', 'rife_ý']",1
@hoangnhatrang,Rất hay,,,,0,0,0,,"['rất', 'hay']",2
@angngocminh3830,"nam lên trỳnh thật nè bà con?
BÀ CON CÔ BÁC RA XEM THẰNG ÔNG CỐ NỘI PHƯƠNG NAM LÊN TRỲNH NÈ",,,,0,0,0,nam trỳnh nè bà_con bà_con cô_bác thằng cố nội_phương nam trỳnh nè,"['nam', 'lên', 'trỳnh', 'thật', 'nè', 'bà_con', 'bà_con', 'cô_bác', 'ra', 'xem', 'thằng', 'ông', 'cố', 'nội_phương', 'nam', 'lên', 'trỳnh', 'nè']",2
@KinSR-pk1yg,Thanh niên “đúng đúng” thì chắc là chuẩn rồi,,,,0,0,0,thanh_niên chuẩn,"['thanh_niên', 'đúng', 'đúng', 'thì', 'chắc', 'là', 'chuẩn', 'rồi']",2
@QuanNguyen-bw2uo,"lâu quá kh thấy anh trên mh, anh vẫn đỉnh vl=)) có điều trán anh bớt dài hơn r ạ? ",,,,0,0,0,không_thấy mh đỉnh vl có_điều trán bớt,"['lâu', 'quá', 'không_thấy', 'anh', 'trên', 'mh', 'anh', 'vẫn', 'đỉnh', 'vl', 'có_điều', 'trán', 'anh', 'bớt', 'dài', 'hơn', 'rồi', 'ạ']",2
@NgocNguyen-tp3lg,Dạo này hơi ú nha 😂😂,😂😂,,,2,0,0,dạo hơi ú_nha,"['dạo', 'này', 'hơi', 'ú_nha']",1
@HoangTu-o1q,Duyên qua tr oiii,,,,0,0,0,duyên trời oiii,"['duyên', 'qua', 'trời', 'oiii']",2
@BÌNHNGUYỄNKHÁNH-m7m,Nay ngồi xem với ny. Ny ngồi cười quá trời. + 1 fan cho hài độc thoại.,,,,0,0,0,ny_ny cười trời 1 fan hài độc_thoại,"['nay', 'ngồi', 'xem', 'với', 'ny_ny', 'ngồi', 'cười', 'quá', 'trời', '1', 'fan', 'cho', 'hài', 'độc_thoại']",2
@Mạnh-e3t,"Đúng là ""Ai cũng bắt đầu từ đâu đó"".",,,,0,0,0,bắt_đầu đâu_đó,"['đúng', 'là', 'ai', 'cũng', 'bắt_đầu', 'từ', 'đâu_đó']",2
@thuyhuynh7125,Bạn này diễn rất tự nhiên như kiểu đang tám chuyện với đứa bạn thân ák. Còn mấy bạn khác diễn kiểu như thuộc bài lên trả bài ák cũng vui nhưng nó chưa tự nhiên và thật sự bùng nổ,,,,0,0,0,diễn tự_nhiên kiểu tám đứa thân_ák mấy diễn kiểu ák vui chưa_tự_nhiên thật_sự bùng_nổ,"['bạn', 'này', 'diễn', 'rất', 'tự_nhiên', 'như', 'kiểu', 'đang', 'tám', 'chuyện', 'với', 'đứa', 'bạn', 'thân_ák', 'còn', 'mấy', 'bạn', 'khác', 'diễn', 'kiểu', 'như', 'thuộc', 'bài', 'lên', 'trả', 'bài', 'ák', 'cũng', 'vui', 'nhưng', 'nó', 'chưa_tự_nhiên', 'và', 'thật_sự', 'bùng_nổ']",2
@Jacob..2k,Mà cái từ quan hệ với mẹ nghe nó tục quá a oi,,,,0,0,0,quan_hệ mẹ tục a_oi,"['mà', 'cái', 'từ', 'quan_hệ', 'với', 'mẹ', 'nghe', 'nó', 'tục', 'quá', 'a_oi']",2
@sangthanh4690,11:30 mặt chị gái hơi quạo nhe 🤣,🤣,,,1,0,0,1130 mặt chị_gái hơi quạo nhe,"['1130', 'mặt', 'chị_gái', 'hơi', 'quạo', 'nhe']",1
@LamHaoNguyen-fx8fm,Thích nhất là xem ông này với ông tây chém gió nghe rất tự nhiên luôn,,,,0,0,0,tây_chém gió tự_nhiên,"['thích', 'nhất', 'là', 'xem', 'ông', 'này', 'với', 'ông', 'tây_chém', 'gió', 'nghe', 'rất', 'tự_nhiên', 'luôn']",2
@GAPTV,Cảm giác anh Nam đợt này lẹo lưỡi vấp vấp hơi nhiều nha :3 nhưng anh Vẫn rất thông minh trong việc trình diễn của mình. !!!,,,,0,0,0,cảm_giác nam đợt lẹo_lưỡi vấp vấp_hơi nha 3 thông_minh trình_diễn,"['cảm_giác', 'anh', 'nam', 'đợt', 'này', 'lẹo_lưỡi', 'vấp', 'vấp_hơi', 'nhiều', 'nha', '3', 'nhưng', 'anh', 'vẫn', 'rất', 'thông_minh', 'trong', 'việc', 'trình_diễn', 'của', 'mình']",2
@binhnguyen-mt3df,"Hay! Dễ thương, hợp vệ sinh, chịu nha...❤❤❤❤❤",❤❤❤❤❤,,,5,0,0,dễ_thương_hợp vệ_sinh nha,"['hay', 'dễ_thương_hợp', 'vệ_sinh', 'chịu', 'nha']",1
@toasfu479,tốn cái lều,,,,0,0,0,tốn lều,"['tốn', 'cái', 'lều']",2
@MaiUyênHoàng,"Thik cái cách anh Nam đổi giọng , nghe nó cuốn gì đâu luôn ý 😂",😂,,,1,0,0,thik nam đổi giọng,"['thik', 'cái', 'cách', 'anh', 'nam', 'đổi', 'giọng', 'nghe', 'nó', 'cuốn', 'gì', 'đâu', 'luôn', 'ý']",1
@daha7306,"Nam làm chủ đề này đi 
- từ nhỏ tới lớn hâu như kg rất ít khi nói láo 
-Mà lúc yêu quen, là luôn luôn nói láo , nói  láo kiểu văn vảnh để phụ nữa ít bả bẻ kiếm chuyện lại (khai thác này đi)",,,,0,0,0,nam chủ_đề đi hâu kg nói_láo yêu quen luôn_luôn nói_láo nói_láo kiểu văn_vảnh phụ bả bẻ kiếm khai_thác đi,"['nam', 'làm', 'chủ_đề', 'này', 'đi', 'từ', 'nhỏ', 'tới', 'lớn', 'hâu', 'như', 'kg', 'rất', 'ít', 'khi', 'nói_láo', 'mà', 'lúc', 'yêu', 'quen', 'là', 'luôn_luôn', 'nói_láo', 'nói_láo', 'kiểu', 'văn_vảnh', 'để', 'phụ', 'nữa', 'ít', 'bả', 'bẻ', 'kiếm', 'chuyện', 'lại', 'khai_thác', 'này', 'đi']",2
@quangcoijp,Xem đi xem lại mười mấy lần có thấy hay đâu,,,,0,0,0,đi xem_lại mười mấy,"['xem', 'đi', 'xem_lại', 'mười', 'mấy', 'lần', 'có', 'thấy', 'hay', 'đâu']",2
@TruongXumni,Vẫn rất dễ thương 😂,😂,,,1,0,0,dễ_thương,"['vẫn', 'rất', 'dễ_thương']",1
@laurapham2003,Rất vui rất hay nha bạn,,,,0,0,0,vui nha,"['rất', 'vui', 'rất', 'hay', 'nha', 'bạn']",2
@uhmmm2804,Set này cảm giác ông Nam ồn hơn thì phải=))?,,,,0,0,0,set cảm_giác nam ồn,"['set', 'này', 'cảm_giác', 'ông', 'nam', 'ồn', 'hơn', 'thì', 'phải']",2
@Thutrucc-008,Ông Long xem set này cười đủ tiền vé luôn,,,,0,0,0,long set cười tiền vé,"['ông', 'long', 'xem', 'set', 'này', 'cười', 'đủ', 'tiền', 'vé', 'luôn']",2
@TuNguyen-pb8os,Chuyên nghiệp luôn rồi nè,,,,0,0,0,chuyên_nghiệp nè,"['chuyên_nghiệp', 'luôn', 'rồi', 'nè']",2
@Tomas7471,"Nam diễn hay quá, 10 điểm ạ 😂",😂,,,1,0,0,nam diễn 10,"['nam', 'diễn', 'hay', 'quá', '10', 'điểm', 'ạ']",1
@yennguyen10493,Đứa nào? đứa nào??????????,,,,0,0,0,nao nao,"['đưa', 'nao', 'đưa', 'nao']",2
@ThuThảo-0111,"Đúng là người học tâm lý có khác, ổng nói về tâm lý phụ nữ đúng quá hong cãi đc😂",😂,,,1,0,0,học tâm_lý tâm_lý phụ_nữ hong cãi đc,"['đúng', 'là', 'người', 'học', 'tâm_lý', 'có', 'khác', 'ổng', 'nói', 'về', 'tâm_lý', 'phụ_nữ', 'đúng', 'quá', 'hong', 'cãi', 'đc']",1
@vietanhbui7962,Ông khán giả đeo kính gay chắc 😂,😂,,,1,0,0,khán_giả đeo kính gay,"['ông', 'khán_giả', 'đeo', 'kính', 'gay', 'chắc']",1
@vohoangquan1977,hài độc thoại cứ PHƯƠNG NAM MÀ TIẾN THOI,,,,0,0,0,hài độc_thoại phương_nam tiến thoi,"['hài', 'độc_thoại', 'cứ', 'phương_nam', 'mà', 'tiến', 'thoi']",2
@Kbang85742,mỗi lần mún coi cái j zui zui hài hài lm mìn cười thì tui sẽ coi saigon tếu =)),,,,0,0,0,mún coi zui zui hài hài_lm mìn cười tui coi saigon tếu,"['mỗi', 'lần', 'mún', 'coi', 'cái', 'gì', 'zui', 'zui', 'hài', 'hài_lm', 'mìn', 'cười', 'thì', 'tui', 'sẽ', 'coi', 'saigon', 'tếu']",2
@GiaLinh-r2e7c,Cười bể bụng luôn á,,,,0,0,0,cười bể bụng,"['cười', 'bể', 'bụng', 'luôn', 'á']",2
@hanhtinhnhomataiuongnhoiso2002,"Ngủ là tốt đó
Nhiều cha ngủ là mở mắt dậy hôm sau salon 1sao",,,,0,0,0,ngủ ngủ mắt dậy hôm salon 1,"['ngủ', 'là', 'tốt', 'đó', 'nhiều', 'cha', 'ngủ', 'là', 'mở', 'mắt', 'dậy', 'hôm', 'sau', 'salon', '1', 'sao']",2
@NguyenBaoNgoc-h8d,Bạn này nhìn kiểu giống kiểu Trấn Thành nhỉ. Miếng nhiều nhưng lời lẽ thì theo mình nên coi lại xíu vì bạn nhỏ và khán giả có lớn nhỏ nhưng bạn bị lố câu từ chút xíu. Còn lại bạn ổn,,,,0,0,0,kiểu kiểu trấn_thành miếng lời_lẽ coi xíu khán_giả lớn_nhỏ lố câu chút_xíu ổn,"['bạn', 'này', 'nhìn', 'kiểu', 'giống', 'kiểu', 'trấn_thành', 'nhỉ', 'miếng', 'nhiều', 'nhưng', 'lời_lẽ', 'thì', 'theo', 'mình', 'nên', 'coi', 'lại', 'xíu', 'vì', 'bạn', 'nhỏ', 'và', 'khán_giả', 'có', 'lớn_nhỏ', 'nhưng', 'bạn', 'bị', 'lố', 'câu', 'từ', 'chút_xíu', 'còn', 'lại', 'bạn', 'ổn']",1
@ĐạtThành-n8s1i,Quá nhiều chất xám cho 12 phút này. Đẳng cấp,,,,0,0,0,chất_xám 12 phút đẳng_cấp,"['quá', 'nhiều', 'chất_xám', 'cho', '12', 'phút', 'này', 'đẳng_cấp']",2
@aisonmasmusic,anh này vui tính quá,,,,0,0,0,vui_tính,"['anh', 'này', 'vui_tính', 'quá']",2
@QuynhNguyen-1507,Hâm mộ ❤,❤,,,1,0,0,hâm mộ,"['hâm', 'mộ']",1
@LinhVN-j2d,"ơ ơ ơ, Xuất .......
moá ông Nam bậy",,,,0,0,0,ơ_ơ xuất_moá nam bậy,"['ơ', 'ơ_ơ', 'xuất_moá', 'ông', 'nam', 'bậy']",2
@phihuy1260,Đoạn cuối body langue xong lại còn: Xuất xuất xuất...... .  :)),,,,0,0,0,đoạn body langue xong xuất_xuất xuất,"['đoạn', 'cuối', 'body', 'langue', 'xong', 'lại', 'còn', 'xuất_xuất', 'xuất']",2
@quochuyle1154,cảm giác phương nam như gánh còng lưng cho cái team này,,,,0,0,0,cảm_giác phương_nam gánh còng lưng team,"['cảm_giác', 'phương_nam', 'như', 'gánh', 'còng', 'lưng', 'cho', 'cái', 'team', 'này']",2
@onele92,Tuyệt,,,,0,0,0,tuyệt,['tuyệt'],1
@quangdungtran2005,👏👏👏,👏👏👏,,,3,0,0,,[],1
@CrisNamm09,Hay a ơi,,,,0,0,0,a,"['hay', 'a', 'ơi']",2
@nguyenthinhnguyenvan2961,Thích cái cách Nam lấy được tiếng cười của khán giả và đắc ý đấm tay vào không khí ở cuối video. Nhiệt huyết lắm,,,,0,0,0,nam lấy_được tiếng cười khán_giả đắc_ý đấm_tay không_khí video nhiệt_huyết lắm,"['thích', 'cái', 'cách', 'nam', 'lấy_được', 'tiếng', 'cười', 'của', 'khán_giả', 'và', 'đắc_ý', 'đấm_tay', 'vào', 'không_khí', 'ở', 'cuối', 'video', 'nhiệt_huyết', 'lắm']",2
@baohonai,Thế thì anh Nam chỉ còn uống 1 lon redbull và ly cà phê thì thức tới sáng,,,,0,0,0,nam uống 1 lon redbull ly cà_phê thức,"['thế', 'thì', 'anh', 'nam', 'chỉ', 'còn', 'uống', '1', 'lon', 'redbull', 'và', 'ly', 'cà_phê', 'thì', 'thức', 'tới', 'sáng']",2
@tomlikenew,Tôi đã coi và không thích Tôi sẽ coi nữa,,,,0,0,0,coi không_thích coi,"['tôi', 'đã', 'coi', 'và', 'không_thích', 'tôi', 'sẽ', 'coi', 'nữa']",2
@soncale2339,Tui xem lần thứ 4 rồi mà vẫn cừi điêng,,,,0,0,0,tui 4 cừi điêng,"['tui', 'xem', 'lần', 'thứ', '4', 'rồi', 'mà', 'vẫn', 'cừi', 'điêng']",2
@thienhuynh6053,"Lạc nhách luôn á, kiểu ko có duyên mà làm hài nó gượng lắm. Chẳng qua cò mồi ngồi dưới cười thuê vậy chứ tui thấy quá lạc",,,,0,0,0,lạc nhách kiểu không_có duyên hài gượng lắm chẳng_qua cò_mồi cười thuê tui lạc,"['lạc', 'nhách', 'luôn', 'á', 'kiểu', 'không_có', 'duyên', 'mà', 'làm', 'hài', 'nó', 'gượng', 'lắm', 'chẳng_qua', 'cò_mồi', 'ngồi', 'dưới', 'cười', 'thuê', 'vậy', 'chứ', 'tui', 'thấy', 'quá', 'lạc']",2
@thuyduongnguyen5401,"Đang bị bệnh cảm. Coi hài em
Phương Nam cười hết sốt luôn.",,,,0,0,0,bệnh_cảm coi hài phương nam cười sốt,"['đang', 'bị', 'bệnh_cảm', 'coi', 'hài', 'em', 'phương', 'nam', 'cười', 'hết', 'sốt', 'luôn']",2
@lediep2012,Set này hay lắm Nam ơi r🎉🎉🎉🎉,🎉🎉🎉🎉,,,4,0,0,set lắm nam r,"['set', 'này', 'hay', 'lắm', 'nam', 'ơi', 'r']",1
@tupham-p8d,HIẾU THỨ HAI!!!!!!,,,,0,0,0,hiếu hai,"['hiếu', 'thứ', 'hai']",2
@LongNguyen-wj4ji,"Thần thái, cách diễn càng ngày càng tự nhiên, Tây hoá style như cách Nam ngày càng tương tác với khán giả, joke khán giả, lợi dụng những thứ xung quanh. Quá đỉnh. Mong SG Tếu về lại Đà nẵng để đi xem Nam ngoài đời 1 lần cho biết",,,,0,0,0,thần_thái diễn càng_ngày_càng tự_nhiên tây hóa style nam ngày_càng tương_tác khán_giả joke khán_giả lợi_dụng xung_quanh đỉnh mong sg_tếu đà_nẵng đi nam đời 1,"['thần_thái', 'cách', 'diễn', 'càng_ngày_càng', 'tự_nhiên', 'tây', 'hóa', 'style', 'như', 'cách', 'nam', 'ngày_càng', 'tương_tác', 'với', 'khán_giả', 'joke', 'khán_giả', 'lợi_dụng', 'những', 'thứ', 'xung_quanh', 'quá', 'đỉnh', 'mong', 'sg_tếu', 'về', 'lại', 'đà_nẵng', 'để', 'đi', 'xem', 'nam', 'ngoài', 'đời', '1', 'lần', 'cho', 'biết']",2
@lamle5647,phương nam số 1,,,,0,0,0,phương nam 1,"['phương', 'nam', 'số', '1']",2
@thinhhuynh4322,coi đi coi lại 5 6 lần r á trời,,,,0,0,0,coi đi coi 5 6 á_trời,"['coi', 'đi', 'coi', 'lại', '5', '6', 'lần', 'rồi', 'á_trời']",2
@Sunday_LieuQuynh,"Anh Phương Nam là trai thẳng mà, thấy trai là thẳng :))",,,,0,0,0,phương nam trai thẳng trai thẳng,"['anh', 'phương', 'nam', 'là', 'trai', 'thẳng', 'mà', 'thấy', 'trai', 'là', 'thẳng']",2
@ngalee7713,Coi ông nội Nam ổng diễn mà cười muốn đẻ luôn 😅😂😂😂,😅😂😂😂,,,4,0,0,coi nội_nam diễn cười đẻ,"['coi', 'ông', 'nội_nam', 'ổng', 'diễn', 'mà', 'cười', 'muốn', 'đẻ', 'luôn']",1
@HanPham-u9r,Khúc cuối bùng nổ đã thật sự,,,,0,0,0,khúc bùng_nổ thật_sự,"['khúc', 'cuối', 'bùng_nổ', 'đã', 'thật_sự']",2
@hotliketeam,Nam lại level up rồi ❤,❤,,,1,0,0,nam level up,"['nam', 'lại', 'level', 'up', 'rồi']",1
@chaubui7330,"Có thật đấy bạn… đi massage  một tiếng…. vừa làm chừng 5 phút là tôi cũng ngủ mất tiêu…. Đó là tôi đi lần đầu tiên ở Las Vegas, con gái nó dẫn đi,, toàn thân,,, Tới lúc người ta kêu mình dậy xong rồi mình mới giật mình ngủ lúc nào không vậy😂",😂,,,1,0,0,đấy đi massage tiếng chừng 5 phút ngủ mất_tiêu đi đầu_tiên las vegas gái đi toàn_thân ta kêu dậy xong giật_mình ngủ lúc_nào không_vậy,"['có', 'thật', 'đấy', 'bạn', 'đi', 'massage', 'một', 'tiếng', 'vừa', 'làm', 'chừng', '5', 'phút', 'là', 'tôi', 'cũng', 'ngủ', 'mất_tiêu', 'đó', 'là', 'tôi', 'đi', 'lần', 'đầu_tiên', 'ở', 'las', 'vegas', 'con', 'gái', 'nó', 'dẫn', 'đi', 'toàn_thân', 'tới', 'lúc', 'người', 'ta', 'kêu', 'mình', 'dậy', 'xong', 'rồi', 'mình', 'mới', 'giật_mình', 'ngủ', 'lúc_nào', 'không_vậy']",1
@vuhuynh6869-t8v,"""Phụ nữ ghét những thứ không có cảm xúc.
Phụ nữ không ghét những thứ không có cảm xúc""
Là sao? Là ông Phương Nam nói lộn hay như nào ai giải thích hộ cái?",,,,0,0,0,phụ_nữ ghét không_có cảm_xúc phụ_nữ không_ghét không_có cảm_xúc phương nam nói_lộn giải_thích hộ,"['phụ_nữ', 'ghét', 'những', 'thứ', 'không_có', 'cảm_xúc', 'phụ_nữ', 'không_ghét', 'những', 'thứ', 'không_có', 'cảm_xúc', 'là', 'sao', 'là', 'ông', 'phương', 'nam', 'nói_lộn', 'hay', 'như', 'nào', 'ai', 'giải_thích', 'hộ', 'cái']",0
@VânThân-o3r,ko hay = mấy set trc,,,,0,0,0,không_hay mấy set trc,"['không_hay', 'mấy', 'set', 'trc']",2
@phamtrang241,Nay body Nam ổn nha,,,,0,0,0,body nam ổn nha,"['nay', 'body', 'nam', 'ổn', 'nha']",1
@Tobiinyourside,"Nam có cái hay là khịa thẳng, rất nhiều nhưng mà cho cảm giác vui chứ khó thể nào tự ti hay buồn được",,,,0,0,0,nam hay_là khịa thẳng nhưng_mà cảm_giác vui thể_nào tự_ti buồn,"['nam', 'có', 'cái', 'hay_là', 'khịa', 'thẳng', 'rất', 'nhiều', 'nhưng_mà', 'cho', 'cảm_giác', 'vui', 'chứ', 'khó', 'thể_nào', 'tự_ti', 'hay', 'buồn', 'được']",0
@banlamduoc-bancothe6621,Hôm nay vui nhưng chỉ với phần cuối về chủ đề cảm xúc phụ nữa. Còn phần đầu nếu k xem Phương Nam nhiều thì k vui lắm. Logic chỗ Ba OK á 😂😂,😂😂,,,2,0,0,hôm_nay vui chủ_đề cảm_xúc phụ đầu không_xem phương nam không_vui lắm logic chỗ ok,"['hôm_nay', 'vui', 'nhưng', 'chỉ', 'với', 'phần', 'cuối', 'về', 'chủ_đề', 'cảm_xúc', 'phụ', 'nữa', 'còn', 'phần', 'đầu', 'nếu', 'không_xem', 'phương', 'nam', 'nhiều', 'thì', 'không_vui', 'lắm', 'logic', 'chỗ', 'ba', 'ok', 'á']",1
@lindamisu83,Lên,,,,0,0,0,,['lên'],2
@VănThậtNguyễn-n9u,Dí anh k tóc tới luôn...Nam nó nhay,,,,0,0,0,dí không_tóc luônnam nhay,"['dí', 'anh', 'không_tóc', 'tới', 'luônnam', 'nó', 'nhay']",2
@pear4348,đi ăn cưới coi mà cười ddais luôn á:),,,,0,0,0,đi ăn_cưới coi cười ddais,"['đi', 'ăn_cưới', 'coi', 'mà', 'cười', 'ddais', 'luôn', 'á']",2
@MingD2049,"video này Nam khá hay, nhưng hơi tội cho anh Long, đúng là hài kịch diễn ra trên bi kịch khi mình k phải là nạn nhân😅",😅,,,1,0,0,video nam hơi_tội long hài_kịch diễn bi_kịch không_phải nạn_nhân,"['video', 'này', 'nam', 'khá', 'hay', 'nhưng', 'hơi_tội', 'cho', 'anh', 'long', 'đúng', 'là', 'hài_kịch', 'diễn', 'ra', 'trên', 'bi_kịch', 'khi', 'mình', 'không_phải', 'là', 'nạn_nhân']",1
@vinhnguyentruong4237,"vẫn nhìn bạn ấy quá giống Trấn Thành hồi đầu thập kỷ trước, miệng cũng hoạt ngôn y như Trấn Thành lúc xưa. Chỉ mong bạn hãy luôn hề hước và không nhiều nước mắt như ai kia... Cảm ơn!",,,,0,0,0,trấn_thành hồi đầu thập_kỷ miệng hoạt_ngôn y_như trấn_thành xưa mong hề hước không_nhiều nước_mắt kia cảm_ơn,"['vẫn', 'nhìn', 'bạn', 'ấy', 'quá', 'giống', 'trấn_thành', 'hồi', 'đầu', 'thập_kỷ', 'trước', 'miệng', 'cũng', 'hoạt_ngôn', 'y_như', 'trấn_thành', 'lúc', 'xưa', 'chỉ', 'mong', 'bạn', 'hãy', 'luôn', 'hề', 'hước', 'và', 'không_nhiều', 'nước_mắt', 'như', 'ai', 'kia', 'cảm_ơn']",2
@kenhgiaitri1864,❤️,❤,,,1,0,0,,[],1
@nguyentuan-xi5hh,Duyên dáng ❤,❤,,,1,0,0,duyên_dáng,['duyên_dáng'],1
@MinhLe-x1v,Nhìn giống chuyên gia giao phối mà thằng nào nói gay ngáo v,,,,0,0,0,chuyên_gia giao_phối thằng gay_ngáo,"['nhìn', 'giống', 'chuyên_gia', 'giao_phối', 'mà', 'thằng', 'nào', 'nói', 'gay_ngáo', 'vậy']",2
@minhcao2612,"Long không lông ha, nảy số nhanh thật",,,,0,0,0,long không_lông ha nảy_số,"['long', 'không_lông', 'ha', 'nảy_số', 'nhanh', 'thật']",2
@VanQuanKenh,.,,,,0,0,0,,[],2
@Nimpo1205,Có gì đâu hay trời ! Vậy mà video dài 1 tiếng -_-,,,,0,0,0,trời vậy_mà video 1 tiếng,"['có', 'gì', 'đâu', 'hay', 'trời', 'vậy_mà', 'video', 'dài', '1', 'tiếng']",2
@thenormalboys,Phương Nam diễn Hài độc Hại hay quá,,,,0,0,0,phương nam_diễn hài độc_hại,"['phương', 'nam_diễn', 'hài', 'độc_hại', 'hay', 'quá']",2
@lyo3740,không chỉ những ông bố hắt hơi vang trời mà còn có cả ông ngoại tui🤣,🤣,,,1,0,0,không_chỉ bố hắt_hơi vang trời mà_còn ngoại tui,"['không_chỉ', 'những', 'ông', 'bố', 'hắt_hơi', 'vang', 'trời', 'mà_còn', 'có', 'cả', 'ông', 'ngoại', 'tui']",1
@HanNguyen-dp9cx,"hình như bố miền bắc sản xuất theo lô hay sao á, bố tui hắt xì y chang bác Nhân",,,,0,0,0,hình_như bố miền bắc sản_xuất lô á_bố tui hắt_xì y_chang nhân,"['hình_như', 'bố', 'miền', 'bắc', 'sản_xuất', 'theo', 'lô', 'hay', 'sao', 'á_bố', 'tui', 'hắt_xì', 'y_chang', 'bác', 'nhân']",2
